%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%   For the following statistics, (u,v,w) are the tangential, normal
%   and spanwise velocity components in a local coordinate system.
%   The statistics normalized with the maximum velocity at the inlet (Uo)
%   are given at 14 streamwise positions. These statistics are interpolated 
%   from the 2D statistics computed in the fixe coordinate system and given 
%   in NetCDF format (statistics_2d.nc)
%
%  X	: Streamwise coordinates
%  Y-Y0	: Coordinates normal to the wall
%  U	: Mean tangential velocity
%  u'u'	: Tangential component of Reynolds stress
%  v'v'	: Normal component of Reynolds stress
%  w'w'	: Spanwise component of Reynolds stress
%  u'v'	: Shear stress
%
%  Re =  7900
%  Uo =  max[U(x=0,y)] = 1.03367
%  Ny = 100 
%
% Date File Created: November 5, 2007
%
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  7.00414E+00    1.65752E-01    5.21316E-01    3.29906E-02    2.02817E-02    2.44487E-02   -1.12348E-02
  7.00414E+00    1.77761E-01    5.36591E-01    3.46093E-02    2.06576E-02    2.44555E-02   -1.16762E-02
  7.00414E+00    1.90635E-01    5.52710E-01    3.60069E-02    2.08604E-02    2.41352E-02   -1.20879E-02
  7.00414E+00    2.04436E-01    5.69699E-01    3.71155E-02    2.08980E-02    2.38285E-02   -1.24479E-02
  7.00414E+00    2.19230E-01    5.88641E-01    3.79103E-02    2.07363E-02    2.35630E-02   -1.26959E-02
  7.00414E+00    2.35090E-01    6.10467E-01    3.87742E-02    2.03833E-02    2.36720E-02   -1.28525E-02
  7.00414E+00    2.52091E-01    6.35786E-01    3.92777E-02    2.00534E-02    2.31944E-02   -1.30283E-02
  7.00414E+00    2.70317E-01    6.65414E-01    3.88574E-02    1.96690E-02    2.29096E-02   -1.29327E-02
  7.00414E+00    2.89855E-01    6.96488E-01    3.81142E-02    1.91676E-02    2.23969E-02   -1.26320E-02
  7.00414E+00    3.10799E-01    7.27764E-01    3.67043E-02    1.85781E-02    2.05609E-02   -1.21840E-02
  7.00414E+00    3.33252E-01    7.60677E-01    3.48936E-02    1.75737E-02    1.83638E-02   -1.15061E-02
  7.00414E+00    3.57321E-01    7.94317E-01    3.28600E-02    1.62198E-02    1.67810E-02   -1.08211E-02
  7.00414E+00    3.83123E-01    8.27616E-01    3.02175E-02    1.48792E-02    1.47764E-02   -9.89810E-03
  7.00414E+00    4.10783E-01    8.59799E-01    2.75055E-02    1.33349E-02    1.29299E-02   -8.93713E-03
  7.00414E+00    4.40435E-01    8.91586E-01    2.45124E-02    1.17406E-02    1.06112E-02   -7.85857E-03
  7.00414E+00    4.72221E-01    9.21965E-01    2.06844E-02    9.95137E-03    8.77481E-03   -6.61329E-03
  7.00414E+00    5.06296E-01    9.49467E-01    1.64331E-02    8.05794E-03    7.06820E-03   -5.34089E-03
  7.00414E+00    5.42825E-01    9.73165E-01    1.32294E-02    6.44367E-03    5.30870E-03   -4.04335E-03
  7.00414E+00    5.81983E-01    9.94664E-01    9.75682E-03    5.21894E-03    4.02463E-03   -2.97680E-03
  7.00414E+00    6.23961E-01    1.01409E+00    6.77458E-03    4.04901E-03    3.01015E-03   -2.16884E-03
  7.00414E+00    6.68961E-01    1.02975E+00    5.16299E-03    3.06178E-03    2.33022E-03   -1.60065E-03
  7.00414E+00    7.17201E-01    1.04263E+00    4.05635E-03    2.40199E-03    1.83419E-03   -1.22912E-03
  7.00414E+00    7.68915E-01    1.05316E+00    3.45667E-03    1.94852E-03    1.51770E-03   -9.25055E-04
  7.00414E+00    8.24352E-01    1.06309E+00    3.03438E-03    1.69349E-03    1.30449E-03   -7.13095E-04
  7.00414E+00    8.83780E-01    1.07189E+00    2.80466E-03    1.47171E-03    1.16471E-03   -4.97639E-04
  7.00414E+00    9.47487E-01    1.07801E+00    2.74275E-03    1.30293E-03    1.08288E-03   -2.46438E-04
  7.00414E+00    1.01578E+00    1.08150E+00    2.67583E-03    1.22961E-03    9.87790E-04    1.06552E-05
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  8.00240E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  8.00240E+00    7.50400E-05    1.88105E-03    9.16157E-07    2.28174E-09    1.10270E-06   -6.58728E-10
  8.00240E+00    1.55483E-04    3.89522E-03    5.76594E-06    1.71147E-09    6.84353E-06   -8.67891E-09
  8.00240E+00    2.41718E-04    6.05440E-03    1.09767E-05    1.09091E-09    1.30117E-05   -1.72990E-08
  8.00240E+00    3.34161E-04    8.36779E-03    1.96670E-05    2.21125E-09    2.31047E-05   -4.48887E-08
  8.00240E+00    4.33261E-04    1.08453E-02    3.49705E-05    6.85628E-09    4.06382E-05   -1.09856E-07
  8.00240E+00    5.39496E-04    1.35012E-02    5.13759E-05    1.18357E-08    5.94342E-05   -1.79501E-07
  8.00240E+00    6.53380E-04    1.63483E-02    6.89624E-05    1.71737E-08    7.95834E-05   -2.54161E-07
  8.00240E+00    7.75463E-04    1.93947E-02    1.01116E-04    4.24461E-08    1.14794E-04   -5.04200E-07
  8.00240E+00    9.06336E-04    2.26589E-02    1.39104E-04    7.47097E-08    1.56141E-04   -8.17213E-07
  8.00240E+00    1.04663E-03    2.61581E-02    1.79826E-04    1.09296E-07    2.00465E-04   -1.15276E-06
  8.00240E+00    1.19703E-03    2.99092E-02    2.23481E-04    1.46373E-07    2.47980E-04   -1.51247E-06
  8.00240E+00    1.35826E-03    3.39153E-02    2.96889E-04    2.96527E-07    3.22521E-04   -2.52402E-06
  8.00240E+00    1.53109E-03    3.82091E-02    3.76942E-04    4.63136E-07    4.03636E-04   -3.64040E-06
  8.00240E+00    1.71637E-03    4.28120E-02    4.62760E-04    6.41740E-07    4.90591E-04   -4.83716E-06
  8.00240E+00    1.91499E-03    4.77411E-02    5.61567E-04    8.91541E-07    5.88734E-04   -6.37775E-06
  8.00240E+00    2.12791E-03    5.29973E-02    7.03640E-04    1.46895E-06    7.20093E-04   -9.39687E-06
  8.00240E+00    2.35616E-03    5.86320E-02    8.55942E-04    2.08794E-06    8.60910E-04   -1.26334E-05
  8.00240E+00    2.60084E-03    6.46723E-02    1.01921E-03    2.75149E-06    1.01187E-03   -1.61029E-05
  8.00240E+00    2.86314E-03    7.11061E-02    1.22874E-03    3.99794E-06    1.19269E-03   -2.17597E-05
  8.00240E+00    3.14433E-03    7.79717E-02    1.47935E-03    5.73729E-06    1.40085E-03   -2.92835E-05
  8.00240E+00    3.44576E-03    8.53317E-02    1.74801E-03    7.60188E-06    1.62400E-03   -3.73491E-05
  8.00240E+00    3.76889E-03    9.31851E-02    2.05432E-03    1.00773E-05    1.87023E-03   -4.74448E-05
  8.00240E+00    4.11529E-03    1.01489E-01    2.44029E-03    1.42314E-05    2.15631E-03   -6.28316E-05
  8.00240E+00    4.48664E-03    1.10391E-01    2.85405E-03    1.86846E-05    2.46298E-03   -7.93262E-05
  8.00240E+00    4.88471E-03    1.19884E-01    3.31081E-03    2.40571E-05    2.79462E-03   -9.85110E-05
  8.00240E+00    5.31145E-03    1.29812E-01    3.86660E-03    3.28157E-05    3.16458E-03   -1.26605E-04
  8.00240E+00    5.76892E-03    1.40455E-01    4.46242E-03    4.22050E-05    3.56118E-03   -1.56722E-04
  8.00240E+00    6.25932E-03    1.51690E-01    5.12031E-03    5.41482E-05    3.98597E-03   -1.92695E-04
  8.00240E+00    6.78503E-03    1.63375E-01    5.86530E-03    7.08421E-05    4.44059E-03   -2.38900E-04
  8.00240E+00    7.34860E-03    1.75901E-01    6.66394E-03    8.87381E-05    4.92795E-03   -2.88431E-04
  8.00240E+00    7.95273E-03    1.88721E-01    7.52519E-03    1.13788E-04    5.43415E-03   -3.49708E-04
  8.00240E+00    8.60037E-03    2.02207E-01    8.45063E-03    1.43119E-04    5.96994E-03   -4.18854E-04
  8.00240E+00    9.29464E-03    2.16319E-01    9.42355E-03    1.77563E-04    6.53195E-03   -4.95443E-04
  8.00240E+00    1.00389E-02    2.30524E-01    1.04153E-02    2.22511E-04    7.10134E-03   -5.84138E-04
  8.00240E+00    1.08367E-02    2.45721E-01    1.14758E-02    2.70932E-04    7.71059E-03   -6.79284E-04
  8.00240E+00    1.16920E-02    2.60349E-01    1.24604E-02    3.36166E-04    8.29915E-03   -7.84970E-04
  8.00240E+00    1.26089E-02    2.76030E-01    1.35159E-02    4.06097E-04    8.93009E-03   -8.98266E-04
  8.00240E+00    1.35918E-02    2.90965E-01    1.44460E-02    4.95236E-04    9.53094E-03   -1.01685E-03
  8.00240E+00    1.46454E-02    3.06779E-01    1.54218E-02    5.92285E-04    1.01671E-02   -1.14366E-03
  8.00240E+00    1.57749E-02    3.21545E-01    1.62269E-02    7.12321E-04    1.07589E-02   -1.27017E-03
  8.00240E+00    1.69858E-02    3.37025E-01    1.70526E-02    8.43530E-04    1.13787E-02   -1.40393E-03
  8.00240E+00    1.82838E-02    3.51297E-01    1.76948E-02    1.00098E-03    1.19453E-02   -1.53277E-03
  8.00240E+00    1.96752E-02    3.65786E-01    1.83063E-02    1.17556E-03    1.25178E-02   -1.66503E-03
  8.00240E+00    2.11669E-02    3.79581E-01    1.87968E-02    1.37512E-03    1.30567E-02   -1.79425E-03
  8.00240E+00    2.27660E-02    3.92719E-01    1.91827E-02    1.60052E-03    1.35594E-02   -1.92100E-03
  8.00240E+00    2.44802E-02    4.05728E-01    1.95077E-02    1.84952E-03    1.40487E-02   -2.04936E-03
  8.00240E+00    2.63178E-02    4.17559E-01    1.96980E-02    2.13027E-03    1.44709E-02   -2.17329E-03
  8.00240E+00    2.82877E-02    4.28919E-01    1.98187E-02    2.43910E-03    1.48558E-02   -2.29832E-03
  8.00240E+00    3.03994E-02    4.39865E-01    1.98751E-02    2.77702E-03    1.52056E-02   -2.42518E-03
  8.00240E+00    3.26632E-02    4.50018E-01    1.98554E-02    3.14677E-03    1.55003E-02   -2.55230E-03
  8.00240E+00    3.50900E-02    4.59419E-01    1.97783E-02    3.54671E-03    1.57453E-02   -2.68107E-03
  8.00240E+00    3.76916E-02    4.68365E-01    1.96643E-02    3.97534E-03    1.59587E-02   -2.81385E-03
  8.00240E+00    4.04804E-02    4.76807E-01    1.95228E-02    4.43263E-03    1.61416E-02   -2.95138E-03
  8.00240E+00    4.34700E-02    4.84727E-01    1.93694E-02    4.91832E-03    1.62975E-02   -3.09487E-03
  8.00240E+00    4.66749E-02    4.92132E-01    1.92213E-02    5.43220E-03    1.64311E-02   -3.24628E-03
  8.00240E+00    5.01105E-02    4.99007E-01    1.90932E-02    5.97095E-03    1.65426E-02   -3.41178E-03
  8.00240E+00    5.37935E-02    5.05573E-01    1.89844E-02    6.53168E-03    1.66428E-02   -3.59606E-03
  8.00240E+00    5.77417E-02    5.11895E-01    1.89042E-02    7.11108E-03    1.67441E-02   -3.79965E-03
  8.00240E+00    6.19742E-02    5.18057E-01    1.88641E-02    7.70722E-03    1.68656E-02   -4.01629E-03
  8.00240E+00    6.65113E-02    5.24198E-01    1.88753E-02    8.31738E-03    1.70208E-02   -4.24232E-03
  8.00240E+00    7.13752E-02    5.30419E-01    1.89503E-02    8.93551E-03    1.72158E-02   -4.48131E-03
  8.00240E+00    7.65893E-02    5.36705E-01    1.91225E-02    9.54991E-03    1.74803E-02   -4.74651E-03
  8.00240E+00    8.21787E-02    5.43022E-01    1.93968E-02    1.01498E-02    1.78134E-02   -5.04726E-03
  8.00240E+00    8.81706E-02    5.49379E-01    1.97564E-02    1.07247E-02    1.81221E-02   -5.38096E-03
  8.00240E+00    9.45940E-02    5.55832E-01    2.01888E-02    1.12718E-02    1.82704E-02   -5.74014E-03
  8.00240E+00    1.01480E-01    5.62420E-01    2.06720E-02    1.17987E-02    1.82151E-02   -6.12692E-03
  8.00240E+00    1.08861E-01    5.69037E-01    2.11777E-02    1.23193E-02    1.81041E-02   -6.53661E-03
  8.00240E+00    1.16774E-01    5.75794E-01    2.17288E-02    1.28492E-02    1.80885E-02   -6.95085E-03
  8.00240E+00    1.25257E-01    5.82950E-01    2.23703E-02    1.33760E-02    1.81576E-02   -7.35700E-03
  8.00240E+00    1.34351E-01    5.90876E-01    2.30232E-02    1.38826E-02    1.82155E-02   -7.76142E-03
  8.00240E+00    1.44099E-01    5.99584E-01    2.36104E-02    1.43706E-02    1.82101E-02   -8.16049E-03
  8.00240E+00    1.54549E-01    6.08771E-01    2.42467E-02    1.48334E-02    1.80867E-02   -8.55422E-03
  8.00240E+00    1.65752E-01    6.18271E-01    2.50863E-02    1.52333E-02    1.80034E-02   -8.95716E-03
  8.00240E+00    1.77761E-01    6.28093E-01    2.60799E-02    1.55460E-02    1.80305E-02   -9.39162E-03
  8.00240E+00    1.90635E-01    6.38994E-01    2.69105E-02    1.58263E-02    1.80077E-02   -9.84045E-03
  8.00240E+00    2.04436E-01    6.50827E-01    2.76668E-02    1.60917E-02    1.80152E-02   -1.02859E-02
  8.00240E+00    2.19230E-01    6.62532E-01    2.83989E-02    1.63486E-02    1.79383E-02   -1.06779E-02
  8.00240E+00    2.35090E-01    6.75546E-01    2.86993E-02    1.65845E-02    1.75720E-02   -1.10022E-02
  8.00240E+00    2.52091E-01    6.89442E-01    2.89839E-02    1.66678E-02    1.73526E-02   -1.13806E-02
  8.00240E+00    2.70317E-01    7.04505E-01    2.93414E-02    1.65012E-02    1.70619E-02   -1.17231E-02
  8.00240E+00    2.89855E-01    7.21470E-01    2.95797E-02    1.62075E-02    1.63504E-02   -1.18676E-02
  8.00240E+00    3.10799E-01    7.41504E-01    2.93117E-02    1.58829E-02    1.55456E-02   -1.17060E-02
  8.00240E+00    3.33252E-01    7.63350E-01    2.89417E-02    1.53453E-02    1.48345E-02   -1.12984E-02
  8.00240E+00    3.57321E-01    7.87762E-01    2.82249E-02    1.46422E-02    1.43456E-02   -1.07760E-02
  8.00240E+00    3.83123E-01    8.14609E-01    2.69527E-02    1.37949E-02    1.34099E-02   -1.02861E-02
  8.00240E+00    4.10783E-01    8.42509E-01    2.54111E-02    1.31314E-02    1.18487E-02   -9.64555E-03
  8.00240E+00    4.40435E-01    8.70350E-01    2.33056E-02    1.21552E-02    1.07385E-02   -8.65290E-03
  8.00240E+00    4.72221E-01    8.97242E-01    2.08878E-02    1.06393E-02    9.60230E-03   -7.60762E-03
  8.00240E+00    5.06296E-01    9.23153E-01    1.75781E-02    9.25581E-03    8.24951E-03   -6.46068E-03
  8.00240E+00    5.42825E-01    9.48757E-01    1.45934E-02    8.02771E-03    6.53830E-03   -5.39150E-03
  8.00240E+00    5.81983E-01    9.71111E-01    1.20153E-02    6.67911E-03    5.12446E-03   -4.41772E-03
  8.00240E+00    6.23961E-01    9.89893E-01    1.01622E-02    5.24242E-03    3.83205E-03   -3.60660E-03
  8.00240E+00    6.68961E-01    1.00619E+00    8.35708E-03    4.27060E-03    2.81359E-03   -2.91929E-03
  8.00240E+00    7.17201E-01    1.02046E+00    6.18313E-03    3.53703E-03    2.15014E-03   -2.27483E-03
  8.00240E+00    7.68915E-01    1.03169E+00    4.74984E-03    2.86962E-03    1.65428E-03   -1.69673E-03
  8.00240E+00    8.24352E-01    1.04124E+00    3.70912E-03    2.21143E-03    1.39924E-03   -1.24985E-03
  8.00240E+00    8.83780E-01    1.04945E+00    3.02866E-03    1.73772E-03    1.21225E-03   -8.66402E-04
  8.00240E+00    9.47487E-01    1.05488E+00    2.74392E-03    1.41766E-03    1.08339E-03   -5.55446E-04
  8.00240E+00    1.01578E+00    1.05737E+00    2.67570E-03    1.22951E-03    9.85403E-04   -2.83708E-04
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  9.00065E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  9.00065E+00    7.50400E-05    1.88125E-03    7.62296E-07    6.84572E-10    6.93581E-07   -3.92222E-10
  9.00065E+00    1.55483E-04    3.89654E-03    4.80669E-06    5.79504E-10    4.30347E-06   -5.18632E-09
  9.00065E+00    2.41718E-04    6.05692E-03    9.15218E-06    4.64294E-10    8.18208E-06   -1.03390E-08
  9.00065E+00    3.34161E-04    8.37231E-03    1.64159E-05    1.22776E-09    1.45269E-05   -2.69985E-08
  9.00065E+00    4.33261E-04    1.08534E-02    2.92281E-05    3.75715E-09    2.55472E-05   -6.63385E-08
  9.00065E+00    5.39496E-04    1.35131E-02    4.29629E-05    6.46867E-09    3.73610E-05   -1.08511E-07
  9.00065E+00    6.53379E-04    1.63643E-02    5.76866E-05    9.37541E-09    5.00254E-05   -1.53720E-07
  9.00065E+00    7.75463E-04    1.94183E-02    8.47315E-05    2.41856E-08    7.21465E-05   -3.06595E-07
  9.00065E+00    9.06336E-04    2.26916E-02    1.16703E-04    4.31565E-08    9.81212E-05   -4.98105E-07
  9.00065E+00    1.04663E-03    2.62006E-02    1.50977E-04    6.34933E-08    1.25966E-04   -7.03404E-07
  9.00065E+00    1.19703E-03    2.99622E-02    1.87719E-04    8.52943E-08    1.55816E-04   -9.23485E-07
  9.00065E+00    1.35826E-03    3.39870E-02    2.49890E-04    1.73015E-07    2.02632E-04   -1.55363E-06
  9.00065E+00    1.53109E-03    3.83013E-02    3.17704E-04    2.70344E-07    2.53577E-04   -2.24932E-06
  9.00065E+00    1.71637E-03    4.29262E-02    3.90401E-04    3.74682E-07    3.08190E-04   -2.99510E-06
  9.00065E+00    1.91499E-03    4.78812E-02    4.74248E-04    5.20967E-07    3.69834E-04   -3.96186E-06
  9.00065E+00    2.12791E-03    5.31781E-02    5.95554E-04    8.60643E-07    4.52373E-04   -5.88661E-06
  9.00065E+00    2.35616E-03    5.88563E-02    7.25594E-04    1.22478E-06    5.40855E-04   -7.94993E-06
  9.00065E+00    2.60084E-03    6.49434E-02    8.64997E-04    1.61513E-06    6.35707E-04   -1.01618E-05
  9.00065E+00    2.86314E-03    7.14443E-02    1.04513E-03    2.35059E-06    7.49451E-04   -1.38480E-05
  9.00065E+00    3.14433E-03    7.83948E-02    1.26137E-03    3.37791E-06    8.80473E-04   -1.87907E-05
  9.00065E+00    3.44576E-03    8.58458E-02    1.49318E-03    4.47920E-06    1.02093E-03   -2.40892E-05
  9.00065E+00    3.76889E-03    9.38104E-02    1.75860E-03    5.94423E-06    1.17607E-03   -3.08084E-05
  9.00065E+00    4.11529E-03    1.02277E-01    2.09645E-03    8.41085E-06    1.35678E-03   -4.12849E-05
  9.00065E+00    4.48664E-03    1.11352E-01    2.45863E-03    1.10551E-05    1.55050E-03   -5.25158E-05
  9.00065E+00    4.88471E-03    1.21049E-01    2.85999E-03    1.42488E-05    1.76021E-03   -6.57126E-05
  9.00065E+00    5.31145E-03    1.31279E-01    3.35594E-03    1.94729E-05    1.99522E-03   -8.56623E-05
  9.00065E+00    5.76892E-03    1.42247E-01    3.88759E-03    2.50732E-05    2.24716E-03   -1.07048E-04
  9.00065E+00    6.25932E-03    1.53882E-01    4.47973E-03    3.22117E-05    2.51767E-03   -1.33079E-04
  9.00065E+00    6.78503E-03    1.66105E-01    5.16052E-03    4.22170E-05    2.80858E-03   -1.67420E-04
  9.00065E+00    7.34860E-03    1.79208E-01    5.89033E-03    5.29426E-05    3.12043E-03   -2.04234E-04
  9.00065E+00    7.95273E-03    1.92809E-01    6.69353E-03    6.80090E-05    3.44613E-03   -2.51447E-04
  9.00065E+00    8.60037E-03    2.07201E-01    7.56336E-03    8.56682E-05    3.79165E-03   -3.05333E-04
  9.00065E+00    9.29464E-03    2.22362E-01    8.48593E-03    1.06442E-04    4.15483E-03   -3.65893E-04
  9.00065E+00    1.00389E-02    2.37901E-01    9.44844E-03    1.33642E-04    4.52483E-03   -4.38286E-04
  9.00065E+00    1.08367E-02    2.54534E-01    1.04782E-02    1.62946E-04    4.92081E-03   -5.16012E-04
  9.00065E+00    1.16920E-02    2.71006E-01    1.14679E-02    2.02624E-04    5.30714E-03   -6.06117E-04
  9.00065E+00    1.26089E-02    2.88664E-01    1.25289E-02    2.45160E-04    5.72129E-03   -7.02710E-04
  9.00065E+00    1.35918E-02    3.05969E-01    1.34946E-02    2.99637E-04    6.12304E-03   -8.07347E-04
  9.00065E+00    1.46454E-02    3.24350E-01    1.45118E-02    3.58970E-04    6.54927E-03   -9.19632E-04
  9.00065E+00    1.57749E-02    3.42041E-01    1.53794E-02    4.32643E-04    6.95965E-03   -1.03488E-03
  9.00065E+00    1.69858E-02    3.60674E-01    1.62736E-02    5.13214E-04    7.39230E-03   -1.15718E-03
  9.00065E+00    1.82838E-02    3.78372E-01    1.69910E-02    6.10187E-04    7.80840E-03   -1.27723E-03
  9.00065E+00    1.96752E-02    3.96507E-01    1.76798E-02    7.17816E-04    8.23715E-03   -1.40063E-03
  9.00065E+00    2.11669E-02    4.14146E-01    1.82456E-02    8.41084E-04    8.65962E-03   -1.52154E-03
  9.00065E+00    2.27660E-02    4.31255E-01    1.87022E-02    9.80672E-04    9.07255E-03   -1.63838E-03
  9.00065E+00    2.44802E-02    4.48412E-01    1.90964E-02    1.13512E-03    9.48818E-03   -1.75521E-03
  9.00065E+00    2.63178E-02    4.64387E-01    1.93485E-02    1.30994E-03    9.87345E-03   -1.86304E-03
  9.00065E+00    2.82877E-02    4.79931E-01    1.95256E-02    1.50277E-03    1.02437E-02   -1.96762E-03
  9.00065E+00    3.03994E-02    4.95102E-01    1.96331E-02    1.71434E-03    1.05997E-02   -2.06943E-03
  9.00065E+00    3.26632E-02    5.09395E-01    1.96553E-02    1.94677E-03    1.09265E-02   -2.16532E-03
  9.00065E+00    3.50900E-02    5.22807E-01    1.96144E-02    2.19966E-03    1.12261E-02   -2.25549E-03
  9.00065E+00    3.76916E-02    5.35697E-01    1.95349E-02    2.47202E-03    1.15112E-02   -2.34304E-03
  9.00065E+00    4.04804E-02    5.47989E-01    1.94250E-02    2.76379E-03    1.17828E-02   -2.42822E-03
  9.00065E+00    4.34700E-02    5.59640E-01    1.92957E-02    3.07452E-03    1.20429E-02   -2.51170E-03
  9.00065E+00    4.66749E-02    5.70631E-01    1.91587E-02    3.40350E-03    1.22923E-02   -2.59437E-03
  9.00065E+00    5.01105E-02    5.80846E-01    1.90201E-02    3.74906E-03    1.25258E-02   -2.67742E-03
  9.00065E+00    5.37935E-02    5.90507E-01    1.88771E-02    4.11139E-03    1.27448E-02   -2.76302E-03
  9.00065E+00    5.77417E-02    5.99653E-01    1.87419E-02    4.49010E-03    1.29440E-02   -2.84973E-03
  9.00065E+00    6.19742E-02    6.08351E-01    1.86344E-02    4.88261E-03    1.31191E-02   -2.93674E-03
  9.00065E+00    6.65113E-02    6.16635E-01    1.85547E-02    5.28500E-03    1.32732E-02   -3.02638E-03
  9.00065E+00    7.13752E-02    6.24493E-01    1.84820E-02    5.69401E-03    1.34144E-02   -3.12421E-03
  9.00065E+00    7.65893E-02    6.31836E-01    1.83998E-02    6.10685E-03    1.35391E-02   -3.24099E-03
  9.00065E+00    8.21787E-02    6.38734E-01    1.83212E-02    6.52570E-03    1.36310E-02   -3.38312E-03
  9.00065E+00    8.81706E-02    6.45270E-01    1.82785E-02    6.95247E-03    1.36912E-02   -3.55020E-03
  9.00065E+00    9.45940E-02    6.51532E-01    1.82813E-02    7.38681E-03    1.37424E-02   -3.74453E-03
  9.00065E+00    1.01480E-01    6.57617E-01    1.83264E-02    7.82611E-03    1.37934E-02   -3.96247E-03
  9.00065E+00    1.08861E-01    6.63602E-01    1.84382E-02    8.26035E-03    1.38151E-02   -4.19097E-03
  9.00065E+00    1.16774E-01    6.69732E-01    1.86112E-02    8.68829E-03    1.38071E-02   -4.43761E-03
  9.00065E+00    1.25257E-01    6.75968E-01    1.88588E-02    9.09592E-03    1.37971E-02   -4.71390E-03
  9.00065E+00    1.34351E-01    6.82170E-01    1.91943E-02    9.49202E-03    1.37629E-02   -4.99918E-03
  9.00065E+00    1.44099E-01    6.88303E-01    1.94928E-02    9.87765E-03    1.36849E-02   -5.26994E-03
  9.00065E+00    1.54549E-01    6.94387E-01    1.97422E-02    1.02183E-02    1.35360E-02   -5.52159E-03
  9.00065E+00    1.65752E-01    7.00395E-01    1.99687E-02    1.05055E-02    1.33362E-02   -5.76275E-03
  9.00065E+00    1.77761E-01    7.06617E-01    2.02858E-02    1.07677E-02    1.30842E-02   -6.02197E-03
  9.00065E+00    1.90635E-01    7.13113E-01    2.05816E-02    1.10422E-02    1.28055E-02   -6.28768E-03
  9.00065E+00    2.04436E-01    7.20282E-01    2.06956E-02    1.13230E-02    1.27460E-02   -6.51011E-03
  9.00065E+00    2.19230E-01    7.28490E-01    2.07800E-02    1.15908E-02    1.27703E-02   -6.72792E-03
  9.00065E+00    2.35090E-01    7.37666E-01    2.08464E-02    1.18617E-02    1.26049E-02   -6.97170E-03
  9.00065E+00    2.52091E-01    7.47895E-01    2.10454E-02    1.20320E-02    1.25057E-02   -7.26671E-03
  9.00065E+00    2.70317E-01    7.59735E-01    2.13171E-02    1.19755E-02    1.24888E-02   -7.50519E-03
  9.00065E+00    2.89855E-01    7.73015E-01    2.14430E-02    1.17990E-02    1.24298E-02   -7.72231E-03
  9.00065E+00    3.10799E-01    7.87647E-01    2.15978E-02    1.16723E-02    1.20726E-02   -7.82192E-03
  9.00065E+00    3.33252E-01    8.02276E-01    2.19210E-02    1.15100E-02    1.14929E-02   -7.88711E-03
  9.00065E+00    3.57321E-01    8.17115E-01    2.20500E-02    1.12772E-02    1.08884E-02   -7.94569E-03
  9.00065E+00    3.83123E-01    8.34267E-01    2.18969E-02    1.10217E-02    1.02862E-02   -7.89628E-03
  9.00065E+00    4.10783E-01    8.53545E-01    2.13232E-02    1.05561E-02    9.55318E-03   -7.66071E-03
  9.00065E+00    4.40435E-01    8.73272E-01    2.03486E-02    9.92841E-03    9.07865E-03   -7.22630E-03
  9.00065E+00    4.72221E-01    8.94282E-01    1.89477E-02    9.16612E-03    8.56900E-03   -6.66925E-03
  9.00065E+00    5.06296E-01    9.16019E-01    1.69400E-02    8.30536E-03    7.67253E-03   -5.95924E-03
  9.00065E+00    5.42825E-01    9.40148E-01    1.45155E-02    7.50442E-03    6.45570E-03   -5.23936E-03
  9.00065E+00    5.81983E-01    9.62935E-01    1.23255E-02    6.50774E-03    5.25823E-03   -4.48233E-03
  9.00065E+00    6.23961E-01    9.82424E-01    1.06236E-02    5.56944E-03    4.21608E-03   -3.79245E-03
  9.00065E+00    6.68961E-01    9.97541E-01    9.67441E-03    4.61815E-03    3.20626E-03   -3.21882E-03
  9.00065E+00    7.17201E-01    1.01073E+00    8.38828E-03    3.77605E-03    2.54294E-03   -2.65430E-03
  9.00065E+00    7.68915E-01    1.02155E+00    6.90830E-03    3.14432E-03    1.97919E-03   -2.11928E-03
  9.00065E+00    8.24352E-01    1.03233E+00    5.12986E-03    2.63846E-03    1.56504E-03   -1.48524E-03
  9.00065E+00    8.83780E-01    1.03926E+00    3.98947E-03    2.08278E-03    1.35975E-03   -1.02901E-03
  9.00065E+00    9.47487E-01    1.04310E+00    3.39901E-03    1.58738E-03    1.22170E-03   -6.57347E-04
  9.00065E+00    1.01578E+00    1.04420E+00    3.02315E-03    1.33652E-03    1.10830E-03   -3.46521E-04
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  1.00071E+01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  1.00071E+01    7.50400E-05    1.82452E-03    6.35161E-07    2.88478E-10    5.04821E-07   -7.80967E-11
  1.00071E+01    1.55483E-04    3.77948E-03    4.01557E-06    2.83406E-10    3.13390E-06   -4.04282E-09
